ID,Description_lang,Parent,Amount,Operator,CriteriaID,OrderIndex,Flags
128104,,0,1,8,0,0,0
128105,Kologarn,128104,1,0,10722,0,2
128106,,0,0,4,0,0,0
128107,Lose Your Illusion (25 player),128106,0,0,10372,0,0
128108,Heartbreaker (25 player),128106,0,0,10368,0,0
128109,"I Choose You, Steelbreaker (25 player)",128106,0,0,10369,0,0
128110,Disarmed (25 player),128106,0,0,10370,0,0
128111,I Could Say That This Cache Was Rare (25 player),128106,0,0,10371,0,0
128112,Orbit-uary (25 player),128106,0,0,10365,0,0
128113,"Iron Dwarf, Medium Rare (25 player)",128106,0,0,10366,0,0
128114,Stokin' the Furnace (25 player),128106,0,0,10367,0,0
128115,"Knock, Knock, Knock on Wood (25 player)",128106,0,0,10373,0,0
128116,I Love the Smell of Saronite in the Morning (25 player),128106,0,0,10375,0,0
128117,Crazy Cat Lady (25 player),128106,0,0,10376,0,0
128118,One Light in the Darkness (25 player),128106,0,0,10377,0,0
128119,Firefighter (25 player),128106,0,0,10465,0,0
128120,,0,0,4,0,0,0
128121,Flame Leviathan,128120,1,0,10045,0,2
128122,,0,0,4,0,0,0
128123,Freya,128122,1,0,10449,0,2
128124,,0,0,4,0,0,0
128125,Thorim,128124,1,0,10561,0,0
128126,,0,0,4,0,0,0
128127,Complete five daily quests with your orphan out.,128126,5,0,12398,0,1
128128,,0,0,4,0,0,0
128129,Sjonnir the Ironshaper,128128,1,0,7593,0,2
128130,,0,0,4,0,0,0
128131,Defenseless,128130,0,0,7509,0,0
128132,Less-rabi,128130,0,0,7513,0,0
128133,The Culling of Time,128130,0,0,7519,0,0
128134,Zombiefest!,128130,0,0,7520,0,0
128135,Share The Love,128130,0,0,7584,0,0
128136,Intense Cold,128130,0,0,7497,0,0
128137,Chaos Theory,128130,0,0,7498,0,0
128138,Oh Novos!,128130,0,0,7508,0,0
128139,Make It Count,128130,0,0,7524,0,0
128140,Abuse the Ooze,128130,0,0,7594,0,0
128141,On The Rocks,128130,0,0,7496,0,0
128142,Hadronox Denied,128130,0,0,7500,0,0
128143,Volazj's Quick Demise,128130,0,0,7503,0,0
128144,Volunteer Work,128130,0,0,7506,0,0
128145,Better Off Dred,128130,0,0,7507,0,0
128146,What the Eck?,128130,0,0,7512,0,0
128147,Good Grief,128130,0,0,7515,0,0
128148,Lightning Struck,128130,0,0,7517,0,0
128149,Experienced Drake Rider,128130,0,0,7523,0,0
128150,Ruby Void,128130,0,0,7525,0,0
128151,Emerald Void,128130,0,0,7526,0,0
128152,A Void Dance,128130,0,0,7588,0,0
128153,Brann Spankin' New,128130,0,0,7591,0,0
128154,King's Bane,128130,0,0,7599,0,0
128155,Split Personality,128130,0,0,7580,0,0
128156,My Girl Loves to Skadi All the Time,128130,0,0,7596,0,0
128157,Lockdown!,128130,0,0,7510,0,0
128158,Lodi Dodi We Loves the Skadi,128130,0,0,7522,0,0
128159,Respect Your Elders,128130,0,0,7505,0,0
128160,Dehydration,128130,0,0,7511,0,0
128161,Shatter Resistant,128130,0,0,7518,0,0
128162,Timely Death,128130,0,0,7516,0,0
128163,Consumption Junction,128130,0,0,7581,0,0
128164,Gotta Go!,128130,0,0,7501,0,0
128165,Amber Void,128130,0,0,7527,0,0
128166,Snakes. Why'd It Have To Be Snakes?,128130,0,0,7514,0,0
128167,The Incredible Hulk,128130,0,0,7521,0,0
128168,Watch Him Die,128130,0,0,7499,0,0
128169,,0,0,5,0,0,0
128170,Healthstone (1),128169,0,0,4723,0,0
128171,Master Healthstone (1),128169,0,0,4735,0,0
128172,Lesser Healthstone (2),128169,0,0,4727,0,0
128173,Greater Healthstone (0),128169,0,0,4719,0,0
128174,Greater Healthstone (1),128169,0,0,4720,0,0
128175,Healthstone (2),128169,0,0,4724,0,0
128176,Major Healthstone (1),128169,0,0,4729,0,0
128177,Minor Healthstone (1),128169,0,0,4732,0,0
128178,Minor Healthstone (2),128169,0,0,4733,0,0
128179,Master Healthstone (2),128169,0,0,4736,0,0
128180,Major Healthstone (2),128169,0,0,4730,0,0
128181,Minor Healthstone (0),128169,0,0,4731,0,0
128182,Greater Healthstone (2),128169,0,0,4721,0,0
128183,Healthstone (0),128169,0,0,4722,0,0
128184,Demonic Healthstone,128169,0,0,9045,0,0
128185,Fel Healthstone,128169,0,0,9049,0,0
128186,Demonic Healthstone,128169,0,0,9044,0,0
128187,Demonic Healthstone,128169,0,0,9044,0,0
128188,Demonic Healthstone,128169,0,0,9045,0,0
128189,Fel Healthstone,128169,0,0,9041,0,0
128190,Fel Healthstone,128169,0,0,9042,0,0
128191,Fel Healthstone,128169,0,0,9049,0,0
128192,Fel Healthstone,128169,0,0,9041,0,0
128193,Fel Healthstone,128169,0,0,9042,0,0
128194,Major Healthstone (0),128169,0,0,4728,0,0
128195,Master Healthstone (0),128169,0,0,4734,0,0
128196,Lesser Healthstone (0),128169,0,0,4725,0,0
128197,Demonic Healthstone,128169,0,0,9046,0,0
128198,Lesser Healthstone (1),128169,0,0,4726,0,0
128199,Demonic Healthstone,128169,0,0,9046,0,0
128200,,0,42000,7,0,0,0
128201,Exlated with Valiance Expedition,128200,42000,0,5339,0,0
128202,Exlated with the Argent Crusade,128200,42000,0,4737,0,0
128203,Exlated with the Knights of the Ebon Blade,128200,42000,0,4743,0,0
128204,Exlated with the Warsong Offensive,128200,42000,0,5324,0,0
128205,Exlated with the Kalu'ak,128200,42000,0,4738,0,0
128206,Exlated with the Oracles,128200,42000,0,4740,0,0
128207,Exlated with the Kirin Tor,128200,42000,0,4742,0,0
128208,Exlated with the Hand of Vengeance,128200,42000,0,5325,0,0
128209,Exlated with the Silver Convenant,128200,42000,0,5340,0,0
128210,Exlated with the Taunka,128200,42000,0,5326,0,0
128211,Exlated with the Wyrmrest Accord,128200,42000,0,4741,0,0
128212,Exlated with the Frenzyheart Tribe,128200,42000,0,4739,0,0
128213,Exlated with the Explorer's League,128200,42000,0,5341,0,0
128214,,0,0,4,0,0,0
128215,Warp Splinter,128214,1,0,3251,0,0
128216,,0,0,4,0,0,0
128217,Total gold from quest rewards,128216,0,0,4092,0,8
128218,,0,0,4,0,0,0
128219,General Drakkisath,128218,1,0,3268,0,0
128220,,0,0,4,0,0,0
128221,Roach,128220,1,0,9369,0,0
128222,Scorpion,128220,1,0,9370,0,0
128223,Snake,128220,1,0,9371,0,0
128224,Adder,128220,1,0,9358,0,0
128225,Gold Beetle,128220,1,0,9363,0,0
128226,Crystal Spider,128220,1,0,9359,0,0
128227,Devouring Maggot,128220,1,0,9360,0,0
128228,Fire Beetle,128220,1,0,9361,0,0
128229,Fjord Rat,128220,1,0,9362,0,0
128230,Larva,128220,1,0,9364,0,0
128231,Maggot,128220,1,0,9365,0,0
128232,Moccasin,128220,1,0,9366,0,0
128233,Mouse,128220,1,0,9367,0,0
128234,Rat,128220,1,0,9368,0,0
128235,Spider,128220,1,0,9372,0,0
128236,Underbelly Rat,128220,1,0,9373,0,0
128237,Zul'Drak Rat,128220,1,0,9374,0,0
128238,Squirrel,128220,1,0,9818,0,0
128239,,0,0,4,0,0,0
128240,Loatheb,128239,1,0,5113,0,0
128241,,0,0,4,0,0,0
128242,Arctic Hare,128241,1,0,9299,0,0
128243,Borean Marmot,128241,1,0,9300,0,0
128244,Fjord Penguin,128241,1,0,9301,0,0
128245,Fjord Turkey,128241,1,0,9302,0,0
128246,Glacier Penguin,128241,1,0,9303,0,0
128247,Grizzly Squirrel,128241,1,0,9304,0,0
128248,Huge Toad,128241,1,0,9305,0,0
128249,Lava Crab,128241,1,0,9306,0,0
128250,Mountain Skunk,128241,1,0,9307,0,0
128251,Scalawag Frog,128241,1,0,9308,0,0
128252,Sholazar Tickbird,128241,1,0,9309,0,0
128253,Tundra Penguin,128241,1,0,9310,0,0
128254,Hare,128241,1,0,3753,0,0
128255,,0,0,4,0,0,0
128256,Enchanting skill,128255,450,0,5567,0,1
128257,,0,0,4,0,0,0
128258,Wintergrasp Demolisher,128257,1,0,9179,0,0
128259,Wintergrasp Siege Engine,128257,1,0,9180,0,0
128260,Wintergrasp Tower Cannon,128257,1,0,9181,0,0
128261,Wintergrasp Catapult,128257,1,0,9178,0,0
128262,,0,0,4,0,0,0
128263,Flame Leviathan,128262,1,0,10061,0,2
128264,,0,0,4,0,0,0
128265,Ley-Guardian Eregos,128264,1,0,7323,0,2
128266,,0,1,8,0,0,0
128267,Armored Brown Bear,128266,0,0,7368,0,2
128268,Armored Brown Bear,128266,0,0,7369,0,2
128269,,0,0,4,0,0,0
128270,King Ymiron,128269,1,0,7598,0,2
128271,,0,0,4,0,0,0
128272,Thaddius,128271,1,0,7152,0,2
128273,,0,0,4,0,0,0
128274,Alleria's Silver Coin,128273,1,0,7464,0,0
128275,Antonidas' Silver Coin,128273,1,0,7465,0,0
128276,Fandral Staghelm's Silver Coin,128273,1,0,7467,0,0
128277,King Varian Wrynn's Silver Coin,128273,1,0,7472,0,0
128278,High Tinker Mekkatorque's Silver Coin,128273,1,0,7468,0,0
128279,Arcanist Doan's Silver Coin,128273,1,0,7466,0,0
128280,Muradin Bronzebeard's Silver Coin,128273,1,0,7475,0,0
128281,King Terenas Menethil's Silver Coin,128273,1,0,7471,0,0
128282,Maiev Shadowsong's Silver Coin,128273,1,0,7473,0,0
128283,Prince Magni Bronzebeard's Silver Coin,128273,1,0,7476,0,0
128284,Aegwynn's Silver Coin,128273,1,0,7463,0,0
128285,Khadgar's Silver Coin ,128273,1,0,7469,0,0
128286,King Anasterian Sunstrider's Silver Coin,128273,1,0,7470,0,0
128287,Medivh's Silver Coin,128273,1,0,7474,0,0
128288,A Peasant's Silver Coin,128273,1,0,7477,0,0
128289,Shake Your Bunny-Maker Criteria,0,0,4,0,0,0
128290,Draenei,128289,1,0,9143,8,0
128291,Human,128289,1,0,9144,0,0
128292,Dwarf,128289,1,0,9145,1,0
128293,Gnome,128289,1,0,9146,2,0
128294,Orc,128289,1,0,9148,9,0
128295,Tauren,128289,1,0,9149,4,0
128296,Troll,128289,1,0,9150,5,0
128297,Undead,128289,1,0,9151,6,0
128298,Blood Elf,128289,1,0,9124,7,0
128299,Night Elf,128289,1,0,9147,3,0
128300,,0,1,8,0,0,0
128301,Kel'Thuzad,128300,1,0,7617,0,2
128302,The Four Horsemen,128300,1,0,13237,0,2
128303,Maexxna,128300,1,0,13238,0,2
128304,Loatheb,128300,1,0,13239,0,2
128305,Thaddius,128300,1,0,13240,0,2
128306,,0,0,4,0,0,0
128307,Thaddius,128306,1,0,7165,0,2
128308,,0,0,4,0,0,0
128309,Destroy 5 vehicles using a turret in a single battle,128308,5,0,7628,0,1
128310,,0,0,4,0,0,0
128311,Steady Hands,128310,0,0,7656,0,0
128312,Ancient Protector,128310,0,0,7664,0,0
128313,Ancient Courtyard Protector,128310,0,0,7665,0,0
128314,Storm the Beach,128310,0,0,7655,0,0
128315,The Dapper Sapper,128310,0,0,7657,0,0
128316,Not Even a Scratch,128310,0,0,7659,0,0
128317,Artillery Veteran,128310,0,0,7660,0,0
128318,Drop it!,128310,0,0,7662,0,0
128319,Defense of the Ancients,128310,0,0,7742,0,0
128320,Artillery Expert,128310,0,0,7661,0,0
128321,Explosives Expert,128310,0,0,7658,0,0
128322,Drop it now!,128310,0,0,7663,0,0
128323,Strand of the Ancients Veteran,128310,0,0,7654,0,0
128324,,0,0,4,0,0,0
128325,Kill Skadi the Ruthless on Heroic Difficulty,128324,1,0,7595,0,2
128326,,0,0,4,0,0,0
128327,Flame Leviathan,128326,1,0,10058,0,2
128328,,0,0,4,0,0,0
128329,Steelbreaker,128328,1,0,10084,0,2
128330,,0,1,6,0,0,0
128331,Xevozz,128330,1,0,8798,0,0
128332,Lavanthor,128330,1,0,8799,0,0
128333,Ichoron,128330,1,0,8800,0,0
128334,Zuramat the Obliterator,128330,1,0,8801,0,0
128335,Erekem,128330,1,0,8802,0,0
128336,Moragg,128330,1,0,8803,0,0
128337,Ingvar the Plunderer,128330,1,0,5621,0,0
128338,Meathook,128330,1,0,5467,0,0
128339,King Dred,128330,1,0,5445,0,0
128340,Novos the Summoner,128330,1,0,5444,0,0
128341,Elder Nadox,128330,1,0,5440,0,0
128342,The Prophet Tharon'ja,128330,1,0,5625,0,0
128343,Drakkari Colossus,128330,1,0,5450,0,0
128344,Grand Magus Telestra,128330,1,0,5381,0,0
128345,Prince Taldaram,128330,1,0,5439,0,0
128346,General Bjarngrim,128330,1,0,5455,0,0
128347,Skadi the Ruthless,128330,1,0,5463,0,0
128348,Salramm the Fleshcrafter,128330,1,0,5469,0,0
128349,Hadronox,128330,1,0,5437,0,0
128350,Anub'arak,128330,1,0,5623,0,0
128351,Prince Keleseth,128330,1,0,5377,0,0
128352,Skarvald the Constructor,128330,1,0,5378,0,0
128353,Dalronn the Controller,128330,1,0,5379,0,0
128354,Anomalus,128330,1,0,5382,0,0
128355,Ormorok the Tree-Shaper,128330,1,0,5383,0,0
128356,Keristrasza,128330,1,0,5622,0,0
128357,Gal'darah,128330,1,0,5627,0,0
128358,Maiden of Grief,128330,1,0,5452,0,0
128359,Krystallus,128330,1,0,5453,0,0
128360,Mage-Lord Urom,128330,1,0,5460,0,0
128361,Varos Cloudstrider,128330,1,0,5461,0,0
128362,King Ymiron,128330,1,0,5631,0,0
128363,Svala Sorrowgrave,128330,1,0,5465,0,0
128364,Jedoga Shadowseeker,128330,1,0,5441,0,0
128365,Sjonnir the Ironshaper,128330,1,0,5628,0,0
128366,Gortok Palehoof,128330,1,0,5466,0,0
128367,Chrono-Lord Epoch,128330,1,0,5468,0,0
128368,Cyanigosa,128330,1,0,5626,0,2
128369,Slad'ran,128330,1,0,5448,0,0
128370,Ionar,128330,1,0,5456,0,0
128371,Volkhan,128330,1,0,5457,0,0
128372,Loken,128330,1,0,5629,0,0
128373,Drakos the Interrogator,128330,1,0,5459,0,0
128374,Herald Volazj,128330,1,0,5624,0,0
128375,Trollgore,128330,1,0,5443,0,0
128376,Moorabi,128330,1,0,5449,0,0
128377,Krik'thir the Gatewatcher,128330,1,0,5436,0,0
128378,Ley-Guardian Eregos,128330,1,0,5630,0,0
128379,Mal'Ganis,128330,1,0,6432,0,0
128380,Argent Confessor Paletress,128330,1,0,13312,0,0
128381,Eadric the Pure,128330,1,0,13313,0,0
128382,The Black Knight,128330,1,0,13314,0,0
128383,Bronjahm,128330,1,0,13315,0,0
128384,Devourer of Souls,128330,1,0,13316,0,0
128385,Forgemaster Garfrost,128330,1,0,13317,0,0
128386,Ick,128330,1,0,13318,0,0
128387,Scourgelord Tyrannus,128330,1,0,13319,0,0
128388,Falric,128330,1,0,13320,0,0
128389,Marwyn,128330,1,0,13321,0,0
128390,The Lich King,128330,1,0,13323,0,0
128391,,0,1,8,0,0,0
128392,Clockwork Rocket Bot,128391,0,0,6350,0,2
128393,Clockwork Rocket Bot,128391,1,0,6349,0,2
128394,Clockwork Rocket Bot,128391,1,0,6250,0,2
128395,,0,700,5,0,0,0
128396,Red Cloud Mesa,128395,700,0,7897,0,3
128397,Onyxia's Lair,128395,700,0,6116,0,3
128398,Darnassus,128395,700,0,9221,0,3
128399,Exodar,128395,700,0,9222,0,3
128400,Caverns of Time,128395,700,0,9243,0,3
128401,Azuremyst Isle,128395,700,0,6102,0,3
128402,Ammen Vale,128395,700,0,8099,0,3
128403,Shadowglen,128395,700,0,7898,0,3
128404,Blackfathom Deeps,128395,700,0,6103,0,3
128405,Feralas,128395,700,0,6111,0,3
128406,Valley of Trials,128395,700,0,7896,0,3
128407,Crash Site,128395,700,0,7899,0,3
128408,Mulgore,128395,700,0,6115,0,3
128409,Ragefire Chasm,128395,700,0,6118,0,3
128410,Razorfen Downs,128395,700,0,6119,0,3
128411,Ruins of Ahn'Qiraj,128395,700,0,6121,0,3
128412,Silithus,128395,700,0,6123,0,3
128413,Thunder Bluff,128395,700,0,6131,0,3
128414,Bloodmyst Isle,128395,700,0,6104,0,3
128415,Winterspring,128395,700,0,6134,0,3
128416,Maraudon,128395,700,0,6113,0,3
128417,Moonglade,128395,700,0,6114,0,3
128418,Feathermoon Stronghold,128395,700,0,6138,0,3
128419,Darkshore,128395,700,0,6105,0,3
128420,Desolace,128395,700,0,6106,0,3
128421,Dire Maul,128395,700,0,6107,0,3
128422,Durotar,128395,700,0,6108,0,3
128423,Felwood,128395,700,0,6110,0,3
128424,Timbermaw Hold,128395,700,0,6137,0,3
128425,Rut'theran Village,128395,700,0,6139,0,3
128426,Zul'Farrak,128395,700,0,6135,0,3
128427,Dustwallow Marsh,128395,700,0,6109,0,3
128428,Wailing Caverns,128395,700,0,6133,0,3
128429,Southfury River,128395,700,0,6125,0,3
128430,Stonetalon Mountains,128395,700,0,6126,0,3
128431,Tanaris,128395,700,0,6127,0,3
128432,Teldrassil,128395,700,0,6128,0,3
128433,The Barrens,128395,700,0,6129,0,3
128434,Thousand Needles,128395,700,0,6130,0,3
128435,Alcaz Island,128395,700,0,6136,0,3
128436,Razorfen Kraul,128395,700,0,6120,0,3
128437,Ahn'Qiraj,128395,700,0,6099,0,3
128438,Ashenvale,128395,700,0,6100,0,3
128439,Azshara,128395,700,0,6101,0,3
128440,Gates of Ahn'Qiraj,128395,700,0,6112,0,3
128441,Ogrimmar,128395,700,0,6117,0,3
128442,Un'Goro Crater,128395,700,0,6132,0,3
128443,,0,0,4,0,0,0
128444,Loremaster of Outland,128443,0,0,6145,0,0
128445,Loremaster of Eastern Kingdoms,128443,0,0,6143,0,0
128446,Loremaster of Kalimdor,128443,0,0,6144,0,0
128447,Loremaster of Northrend,128443,0,0,6146,0,0
128448,,0,0,4,0,0,0
128449,Flame Leviathan,128448,1,0,10075,0,2
128450,,0,0,4,0,0,0
128451,Flame Leviathan,128450,1,0,10079,0,2
128452,,0,0,4,0,0,0
128453,Kologarn,128452,1,0,10095,0,2
128454,,0,0,4,0,0,0
128455,Vezax,128454,1,0,10451,0,2
128456,,0,0,4,0,0,0
128457,Champion of Silvermoon City,128456,1,0,9785,0,2
128458,,0,0,4,0,0,0
128459,Honored with Bloodsail Buccaneers,128458,9000,0,8818,0,0
128460,Exalted with Gadgetzan,128458,42000,0,8821,0,0
128461,Exalted with Ratchet,128458,42000,0,8822,0,0
128462,Exalted with Darkmoon Faire,128458,42000,0,8823,0,0
128463,Exalted with Ravenholdt,128458,42000,0,8824,0,0
128464,Exalted with Shen'dralar,128458,42000,0,8825,0,0
128465,Exalted with Everlook,128458,42000,0,8820,0,0
128466,Exalted with Booty Bay,128458,42000,0,8819,0,0
128467,,0,0,4,0,0,0
128468,Dragonblight,128467,0,0,3906,0,0
128469,Grizzly Hills,128467,0,0,3907,0,0
128470,Zul'Drak,128467,0,0,3908,0,0
128471,Sholazar Basin,128467,0,0,3909,0,0
128472,Storm Peaks,128467,0,0,3910,0,0
128473,Icecrown,128467,0,0,3911,0,0
128474,Borean Tundra,128467,0,0,3904,0,0
128475,Crystalsong Forest,128467,0,0,5298,0,0
128476,Howling Fjord,128467,0,0,3905,0,0
128477,,0,0,4,0,0,0
128478,Sartharion the Onyx Guardian,128477,1,0,5139,0,0
128479,,0,0,5,0,0,0
128480,Ring of Valor Wins,128479,0,0,5737,0,0
128481,Blade's Edge Wins,128479,0,0,5739,0,0
128482,Dalaran Sewers Wins,128479,0,0,5738,0,0
128483,Nagrand Wins,128479,0,0,5735,0,0
128484,Ruins of Lordaeron Wins,128479,0,0,5736,0,0
128485,,0,0,4,0,0,0
128486,Delicious Chocolate Cake,128485,1,0,6654,0,0
128487,Dalaran Doughnut,128485,1,0,6657,0,0
128488,Lovely Cake Slice,128485,1,0,6655,0,0
128489,Tigule and Foror's Strawberry Ice Cream,128485,1,0,6651,0,0
128490,Tasty Cupcake,128485,1,0,6652,0,0
128491,Red Velvet Cupcake,128485,1,0,6653,0,0
128492,Dalaran Brownie,128485,1,0,6656,0,0
128493,,0,0,4,0,0,0
128494,King Ymiron,128493,1,0,6659,0,2
128495,,0,0,4,0,0,0
128496,Dalaran Cooking Awards gained,128495,0,0,7262,0,0
128497,,0,0,4,0,0,0
128498,Sartharion the Onyx Guardian,128497,1,0,5139,0,2
128499,,0,0,4,0,0,0
128500,Skyshatter Race,128499,1,0,5815,0,2
128501,,0,0,4,0,0,0
128502,Competitor's Tabard,128501,1,0,5812,0,2
128503,,0,0,4,0,0,0
128504,Archavon the Stone Watcher,128503,1,0,8745,0,2
128505,,0,0,4,0,0,0
128506,Inscriptions known,128505,0,0,6389,0,0
128507,Inscriptions known,128505,0,0,7227,0,0
128508,,0,0,4,0,0,0
128509,Cooking recipes known,128508,0,0,7221,0,0
128510,Cooking recipes known,128508,0,0,6393,0,0
128511,,0,0,4,0,0,0
128512,The Ultimate Bloodsport,128511,1,0,2005,0,2
128513,,0,0,4,0,0,0
128514,Anub'Rekhan,128513,1,0,5111,0,0
128515,,0,0,4,0,0,0
128516,Thaddius,128515,1,0,5119,0,0
128517,,0,0,4,0,0,0
128518,<NYI> Need to hook up event,128517,1,0,5121,0,0
128519,The Four Horsemen,128517,1,0,7805,0,0
128520,,0,0,4,0,0,0
128521,Kel'Thuzad,128520,1,0,5136,0,2
128522,,0,0,4,0,0,0
128523,Elder Lunaro in Ruins of Tethys,128522,1,0,5149,0,0
128524,Elder Bluewolf in Wintergrasp,128522,1,0,5150,0,0
128525,Elder Arp in D.E.H.T.A,128522,1,0,5145,0,0
128526,Elder Wanikaya in Rainspeaker Rapids,128522,1,0,5148,0,0
128527,Elder Thoim in Moa'ki Harbor,128522,1,0,5154,0,0
128528,Elder Graymane in K3,128522,1,0,5155,0,0
128529,Elder Beldak in Westfall Brigade,128522,1,0,5142,0,0
128530,Elder Stonebeard in Bouldercrag's Refuge,128522,1,0,5156,0,0
128531,Elder Whurain in Camp Oneqwah,128522,1,0,5158,0,0
128532,Elder Tauros in Zim'Torga,128522,1,0,5151,0,0
128533,Elder Skywarden in Agmar's Hammer,128522,1,0,5159,0,0
128534,Elder Muraco in Camp Tunka'lo,128522,1,0,5160,0,0
128535,Elder Sardis in Valiance Keep,128522,1,0,5141,0,0
128536,Elder Pamuya in Warsong Hold,128522,1,0,5157,0,0
128537,Elder Morthie in Star's Rest,128522,1,0,5143,0,0
128538,Elder Fargal in Frosthold,128522,1,0,5144,0,0
128539,Elder Sandrene in Lakeside Landing,128522,1,0,5147,0,0
128540,Elder Northal in Transitus Shield,128522,1,0,5146,0,0
128541,,0,0,4,0,0,0
128542,Champion of Thunder Bluff,128541,1,0,9786,0,2
128543,,0,1,8,0,0,0
128544,Flame Leviathan,128543,1,0,10424,0,2
128545,Flame Leviathan,128543,1,0,10425,0,2
128546,Flame Leviathan,128543,1,0,10091,0,2
128547,,0,0,4,0,0,0
128548,Algalon the Observer,128547,1,0,10566,0,0
128549,,0,0,4,0,0,0
128550,Yogg-Saron,128549,1,0,9967,0,0
128551,,0,0,4,0,0,0
128552,Gal'darah,128551,1,0,7583,0,2
128553,,0,0,4,0,0,0
128554,Kill Maexxna within 20 minutes of Anub'Rekhan's death.,128553,1,0,7129,0,2
128555,,0,0,4,0,0,0
128556,Moragg,128555,1,0,7142,0,0
128557,Zuramat the Obliterator,128555,1,0,7140,0,0
128558,Lavanthor,128555,1,0,7138,0,0
128559,Xevozz,128555,1,0,7137,0,0
128560,Ichoron,128555,1,0,7139,0,0
128561,Erekem,128555,1,0,7141,0,0
128562,,0,0,4,0,0,0
128563,Champion of Silvermoon City,128562,1,0,9785,0,0
128564,Exalted with Silvermoon City,128562,42000,0,5317,0,0
128565,,0,0,4,0,0,0
128566,Exalted with Thunder Bluff,128565,42000,0,5315,0,0
128567,Champion of Thunder Bluff,128565,1,0,9786,0,0
128568,,0,0,4,0,0,0
128569,Tabard of the Protector,128568,1,0,7382,0,2
128570,,0,1,8,0,0,0
128571,,128570,1,0,9859,0,2
128572,,128570,1,0,9860,0,2
128573,,128570,1,0,9861,0,2
128574,,128570,1,0,9862,0,2
128575,,0,0,4,0,0,0
128576,I Found One!,128575,0,0,9863,0,0
128577,Chocoholic,128575,0,0,9864,0,0
128578,Hard Boiled,128575,0,0,9865,0,0
128579,Spring Fling,128575,0,0,9874,0,0
128580,Noble Garden,128575,0,0,9875,0,0
128581,Shake Your Bunny-Maker,128575,0,0,9868,0,0
128582,Desert Rose,128575,0,0,9869,0,0
128583,Blushing Bride,128575,0,0,9870,0,0
128584,,0,0,4,0,0,0
128585,Smelting Recipes Known,128584,0,0,10518,0,0
128586,Smelting Recipes Known,128584,0,0,10519,0,0
128587,,0,0,4,0,0,0
128588,Level up to 40.,128587,40,0,5212,0,2
128589,Learn a Second Talent Specialization.,128587,1,0,9619,0,2
128590,,0,0,4,0,0,0
128591,Salvaged Siege Engine,128590,1,0,10050,0,0
128592,Salvaged Demolisher,128590,1,0,10051,0,0
128593,Salvaged Chopper,128590,1,0,10049,0,0
128594,,0,0,4,0,0,0
128595,Win Warsong Gulch in under 7 minutes,128594,1,0,758,0,2
128596,,0,0,4,0,0,0
128597,Ring of Valor matches,128596,0,0,8594,0,0
128598,,0,0,4,0,0,0
128599,Champion of Darnassus,128598,1,0,9773,0,0
128600,Exalted with Darnassus,128598,42000,0,5328,0,0
128601,,0,0,4,0,0,0
128602,Champion of Sen'jin,128601,1,0,9784,0,0
128603,Exalted with Darkspear Trolls,128601,42000,0,5313,0,0
128604,,0,0,4,0,0,0
128605,Champion of Gnomeregan,128604,1,0,9775,0,0
128606,Exalted with Gnomeregan Exiles,128604,42000,0,5329,0,0
128607,,0,0,4,0,0,0
128608,Thaddius,128607,1,0,7604,0,2
128609,,0,0,4,0,0,0
128610,Arachnophobia (25 player),128609,0,0,7539,16,0
128611,Momma Said Knock You Out (25 player),128609,0,0,7542,0,0
128612,Just Can't Get Enough (25 player),128609,0,0,7621,1,0
128613,The Immortal,128609,0,0,7603,2,0
128614,Denyin' the Scion (25 player),128609,0,0,7575,3,0
128615,Make Quick Werk Of Him (25 player),128609,0,0,7540,4,0
128616,And They Would All Go Down Together (25 player),128609,0,0,7619,5,0
128617,The Safety Dance (25 player),128609,0,0,7541,6,0
128618,You Don't Have An Eternity (25 player),128609,0,0,7544,7,0
128619,Shocking! (25 player),128609,0,0,7607,8,0
